id	name	chromosome
1009	KRTAP9-4	CHR_HSCHR17_6_CTG4
1010	KRTAP9-6	CHR_HSCHR17_6_CTG4
1011	NULL	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1012	KIR3DL2	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1013	KRTAP9-7	CHR_HSCHR17_6_CTG4
1014	KIR2DL4	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1015	KIR2DL4	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1016	KRTAP29-1	CHR_HSCHR17_6_CTG4
1017	KRTAP9-12P	CHR_HSCHR17_6_CTG4
1018	KRTAP9-11P	CHR_HSCHR17_6_CTG4
1019	KRTAP9-9	CHR_HSCHR17_6_CTG4
1020	NULL	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
1021	NULL	CHR_HSCHR3_9_CTG3
1022	NULL	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
1023	KIR2DL2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
1024	NULL	KI270734.1
1025	FTCD	CHR_HSCHR21_5_CTG2
1026	KIR2DS2	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
1027	LILRP1	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
1028	NULL	CHR_HSCHR3_9_CTG3
1029	U6	CHR_HSCHR19KIR_LUCE_BDEL_HAP_CTG3_1
1030	KIR3DL1	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
1031	ANKRD18DP	CHR_HSCHR3_9_CTG3
1032	NULL	KI270734.1
1033	NULL	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
1034	KIR2DS4	CHR_HSCHR19KIR_GRC212_BA1_HAP_CTG3_1
1035	MREGP1	CHR_HSCHR12_4_CTG2
1036	U6	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1
1037	NULL	CHR_HSCHR12_4_CTG2
1038	NULL	CHR_HSCHR3_9_CTG3
1039	NULL	CHR_HSCHR3_9_CTG3
1040	NULL	CHR_HSCHR3_9_CTG3
1041	NULL	CHR_HSCHR3_9_CTG3
1042	NULL	CHR_HSCHR3_9_CTG3
1043	RNU6-821P	CHR_HSCHR3_9_CTG3
1044	U6	CHR_HSCHR3_9_CTG3
1045	NULL	CHR_HSCHR12_4_CTG2
1046	SINHCAF	CHR_HSCHR12_4_CTG2
1047	NULL	CHR_HSCHR15_5_CTG8
1048	NULL	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1049	NULL	CHR_HSCHR18_3_CTG2_1
1050	KIR2DL2	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1051	SUDS3P1	CHR_HSCHR5_3_CTG5
1052	NULL	CHR_HSCHR18_3_CTG2_1
1053	NULL	CHR_HSCHR5_3_CTG5
1054	NULL	CHR_HSCHR18_3_CTG2_1
1055	DLGAP2	CHR_HSCHR8_4_CTG1
1056	NULL	CHR_HSCHR21_5_CTG2
1057	FTCD-AS1	CHR_HSCHR21_5_CTG2
1058	NULL	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1059	NULL	CHR_HSCHR18_3_CTG2_1
1060	KIR2DL3	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1061	LSS	CHR_HSCHR21_5_CTG2
1062	NULL	CHR_HSCHR5_3_CTG5
1063	SBNO2	CHR_HSCHR19_4_CTG2
1064	NULL	CHR_HSCHR18_3_CTG2_1
1065	KIR2DL1	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1066	PROP1	CHR_HSCHR5_3_CTG5
1067	CTDP1	CHR_HSCHR18_3_CTG2_1
1068	NULL	CHR_HSCHR8_4_CTG1
1069	RPS17	CHR_HSCHR15_5_CTG8
1070	KIR2DL1	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1071	NULL	CHR_HSCHR8_4_CTG1
1072	ERICH1	CHR_HSCHR8_4_CTG1
1073	NULL	CHR_HSCHR5_3_CTG5
1074	NULL	CHR_HSCHR12_5_CTG2_1
1075	NULL	CHR_HSCHR12_5_CTG2_1
1076	NULL	CHR_HSCHR5_3_CTG5
1077	PRB1	CHR_HSCHR12_5_CTG2
1078	KIR2DL5A	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
1079	NCR1	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
1080	NULL	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
1081	KIR2DS1	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
1082	U6	CHR_HSCHR19KIR_FH05_B_HAP_CTG3_1
1083	GARRE1	CHR_HSCHR19_1_CTG3_1
1084	NULL	CHR_HSCHR20_1_CTG4
1085	KIR2DL4	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1086	KIR3DL3	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1087	U6	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1
1088	LSM14A	CHR_HSCHR19_1_CTG3_1
1089	NULL	CHR_HSCHR2_4_CTG1
1090	GOLGA6L10	CHR_HSCHR15_5_CTG8
1091	NULL	CHR_HSCHR1_1_CTG11
1092	NULL	CHR_HSCHR1_1_CTG11
1093	NULL	CHR_HSCHR1_1_CTG11
1094	NULL	CHR_HSCHR10_1_CTG4
1095	NULL	CHR_HSCHR5_3_CTG5
1096	ZNF965P	CHR_HSCHR13_1_CTG3
1097	DLG5-AS1	CHR_HSCHR10_1_CTG4
1098	GXYLT1P1	CHR_HSCHR13_1_CTG3
1099	NULL	CHR_HSCHR10_1_CTG4
1100	CYP4F34P	CHR_HSCHR13_1_CTG3
1101	CNN2P12	CHR_HSCHR13_1_CTG3
1102	NULL	CHR_HSCHR18_2_CTG2
1103	KIR2DS4	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1104	RN7SL284P	CHR_HSCHR10_1_CTG4
1105	RNU6-1266P	CHR_HSCHR10_1_CTG4
1106	KIR3DL2	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1107	SNX18P26	CHR_HSCHR13_1_CTG3
1108	DSEL-AS1	CHR_HSCHR18_2_CTG2
1109	LINC00328-2P	CHR_HSCHR13_1_CTG3
1110	ANKRD20A9P	CHR_HSCHR13_1_CTG3
1111	DSEL	CHR_HSCHR18_2_CTG2
1112	RNU6-55P	CHR_HSCHR13_1_CTG3
1113	DNM1P38	CHR_HSCHR15_5_CTG8
1114	U6	CHR_HSCHR13_1_CTG3
1115	NCR1	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1116	NULL	CHR_HSCHR18_2_CTG2
1117	NULL	CHR_HSCHR12_4_CTG2
1118	NULL	CHR_HSCHR12_4_CTG2
1119	NULL	CHR_HSCHR18_2_CTG2
1120	FLJ13224	CHR_HSCHR12_4_CTG2
1121	KIR3DL2	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1122	CPEB1	CHR_HSCHR15_5_CTG8
1123	KIR2DL1	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1124	CRIM1	CHR_HSCHR2_1_CTG5
1125	NULL	CHR_HSCHR19_1_CTG3_1
1126	U6	CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1
1127	RPL21P36	CHR_HSCHR2_1_CTG5
1128	CRIM1-DT	CHR_HSCHR2_1_CTG5
1129	NULL	CHR_HSCHR8_1_CTG1
1130	SPATC1L	CHR_HSCHR21_5_CTG2
1131	NULL	CHR_HSCHR8_1_CTG1
1132	NULL	CHR_HSCHR8_1_CTG1
1133	DLGAP2-AS1	CHR_HSCHR8_1_CTG1
1134	DLGAP2	CHR_HSCHR8_1_CTG1
1135	SLC45A2	CHR_HSCHR5_6_CTG1
1136	NULL	CHR_HSCHR8_1_CTG1
1137	NULL	CHR_HSCHR4_1_CTG6
1138	ELMO2P1	CHR_HSCHR15_1_CTG3
1139	KIR2DL5B	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1140	GOLGA8DP	CHR_HSCHR15_1_CTG3
1141	RXFP3	CHR_HSCHR5_6_CTG1
1142	U6	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1
1143	ADAMTS12	CHR_HSCHR5_6_CTG1
1144	NULL	CHR_HSCHR15_1_CTG3
1145	U6	CHR_HSCHR5_6_CTG1
1146	KIR3DL3	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1147	KIR3DL1	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1148	NULL	CHR_HSCHR6_1_CTG9
1149	GNG5P1	CHR_HSCHR6_1_CTG9
1150	NULL	CHR_HSCHR6_1_CTG9
1151	KIR2DL1	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1152	Y_RNA	GL000195.1
1153	NULL	GL000195.1
1154	NULL	GL000195.1
1155	CYFIP1	CHR_HSCHR15_1_CTG3
1156	NULL	CHR_HSCHR6_1_CTG9
1157	APOBEC3B-AS1	CHR_HSCHR22_1_CTG2
1158	NULL	CHR_HSCHR22_1_CTG2
1159	APOBEC3A	CHR_HSCHR22_1_CTG2
1160	NULL	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1161	KIR2DP1	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1162	NULL	CHR_HSCHR17_3_CTG4
1163	KIR2DL4	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1164	SEPTIN9-DT	CHR_HSCHR17_3_CTG4
1165	AP2A2	CHR_HSCHR11_2_CTG1
1166	NULL	CHR_HSCHR15_2_CTG3
1167	PTCHD3	CHR_HSCHR10_1_CTG1
1168	ABCB10P1	CHR_HSCHR15_2_CTG3
1169	SEPTIN9	CHR_HSCHR17_3_CTG4
1170	GOLGA8DP	CHR_HSCHR15_2_CTG3
1171	NULL	CHR_HSCHR5_2_CTG5
1172	NULL	CHR_HSCHR5_2_CTG5
1173	NULL	CHR_HSCHR5_2_CTG5
1174	FRG1-DT	CHR_HSCHR4_3_CTG12
1175	NULL	CHR_HSCHR5_2_CTG5
1176	NULL	CHR_HSCHR22_1_CTG2
1177	LINC01596	CHR_HSCHR4_3_CTG12
1178	NULL	CHR_HSCHR4_3_CTG12
1179	RNU1-51P	CHR_HSCHR4_3_CTG12
1180	KIR3DP1	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1181	NULL	CHR_HSCHR5_2_CTG5
1182	NULL	CHR_HSCHR7_3_CTG6
1183	NULL	CHR_HSCHR10_1_CTG1
1184	GOLGA6L22	CHR_HSCHR15_3_CTG3
1185	NULL	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1186	ODAD2P1	CHR_HSCHR10_1_CTG1
1187	KRTAP5-2	CHR_HSCHR11_1_CTG6
1188	NULL	CHR_HSCHR7_3_CTG6
1189	FAM210CP	CHR_HSCHR10_1_CTG1
1190	KIR2DS4	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1191	TRIAP1P1	CHR_HSCHR10_1_CTG1
1192	LINC02708	CHR_HSCHR11_1_CTG6
1193	KIR2DL2	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1194	U6	CHR_HSCHR10_1_CTG1
1195	CNTNAP2	CHR_HSCHR7_3_CTG6
1196	FAM99B	CHR_HSCHR11_1_CTG6
1197	U6	CHR_HSCHR10_1_CTG1
1198	FAM99A	CHR_HSCHR11_1_CTG6
1199	NULL	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1200	KRTAP5-3	CHR_HSCHR11_1_CTG6
1201	KRTAP5-4	CHR_HSCHR11_1_CTG6
1202	KRTAP5-1	CHR_HSCHR11_1_CTG6
1203	KIR3DL1	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1204	NULL	CHR_HSCHR11_1_CTG6
1205	NULL	CHR_HSCHR15_3_CTG3
1206	GOLGA8EP	CHR_HSCHR15_3_CTG3
1207	KRTAP5-5	CHR_HSCHR11_1_CTG6
1208	NULL	CHR_HSCHR7_2_CTG7
1209	KRTAP5-AS1	CHR_HSCHR11_1_CTG6
1210	TUBGCP5	CHR_HSCHR15_2_CTG3
1211	U6	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1
1212	DUSP8	CHR_HSCHR11_1_CTG6
1213	ABCB11	CHR_HSCHR2_1_CTG7_2
1214	NULL	CHR_HSCHR18_1_CTG1_1
1215	SKA1	CHR_HSCHR18_1_CTG1_1
1216	GOLGA6L1	CHR_HSCHR15_2_CTG3
1217	NULL	CHR_HSCHR11_1_CTG8
1218	NULL	CHR_HSCHR5_1_CTG1_1
1219	G6PC2	CHR_HSCHR2_1_CTG7_2
1220	HERC2P2	CHR_HSCHR15_3_CTG3
1221	NULL	CHR_HSCHR5_1_CTG1_1
1222	LRRC56	CHR_HSCHR11_1_CTG8
1223	DHX36	CHR_HSCHR3_2_CTG2_1
1224	NULL	CHR_HSCHR5_1_CTG1_1
1225	SUDS3P1	CHR_HSCHR5_2_CTG5
1226	PROP1	CHR_HSCHR5_2_CTG5
1227	NULL	CHR_HSCHR5_1_CTG1_1
1228	SMN2	CHR_HSCHR5_1_CTG1_1
1229	NULL	CHR_HSCHR11_1_CTG6
1230	U3	CHR_HSCHR7_3_CTG6
1231	Metazoa_SRP	CHR_HSCHR7_3_CTG6
1232	LINC02549	CHR_HSCHR6_1_CTG6
1233	SLC25A51P1	CHR_HSCHR6_1_CTG7
1234	ADH5P4	CHR_HSCHR6_1_CTG7
1235	NULL	CHR_HSCHR15_2_CTG3
1236	ELMO2P1	CHR_HSCHR15_2_CTG3
1237	HERC2P7	CHR_HSCHR15_3_CTG3
1238	NULL	KI270731.1
1239	SPATA31E3P	CHR_HSCHR15_3_CTG3
1240	NULL	KI270731.1
1241	NULL	CHR_HSCHR15_3_CTG3
1242	GOLGA8IP	CHR_HSCHR15_3_CTG3
1243	KIR2DS4	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1244	NULL	CHR_HSCHR15_2_CTG3
1245	NULL	CHR_HSCHR15_2_CTG3
1246	LILRP2	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1247	SPC25	CHR_HSCHR2_1_CTG7_2
1248	Metazoa_SRP	CHR_HSCHR15_2_CTG3
1249	METRNL	CHR_HSCHR17_1_CTG9
1250	NULL	CHR_HSCHR15_1_CTG3
1251	KIR3DL2	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1252	MAPK4	CHR_HSCHR18_1_CTG1_1
1253	GOLGA6L1	CHR_HSCHR15_1_CTG3
1254	NULL	CHR_HSCHR15_3_CTG3
1255	Metazoa_SRP	CHR_HSCHR15_3_CTG3
1256	NULL	CHR_HSCHR18_1_CTG1_1
1257	NULL	CHR_HSCHR18_1_CTG1_1
1258	Metazoa_SRP	CHR_HSCHR15_3_CTG3
1259	RNA5SP458	CHR_HSCHR18_1_CTG1_1
1260	ARHGEF26	CHR_HSCHR3_2_CTG2_1
1261	PHRF1	CHR_HSCHR11_1_CTG8
1262	MUC6	CHR_HSCHR11_2_CTG1
1263	ABCB10P1	CHR_HSCHR15_1_CTG3
1264	NULL	CHR_HSCHR9_1_CTG4
1265	NULL	CHR_HSCHR17_1_CTG9
1266	NULL	CHR_HSCHR9_1_CTG4
1267	TUBGCP5	CHR_HSCHR15_1_CTG3
1268	TBCD	CHR_HSCHR17_1_CTG9
1269	RPS6P22	CHR_HSCHR12_2_CTG2_1
1270	NOSTRIN	CHR_HSCHR2_1_CTG7_2
1271	NULL	CHR_HSCHR12_2_CTG2_1
1272	NULL	CHR_HSCHR12_2_CTG2_1
1273	RPL4P5	CHR_HSCHR9_1_CTG1
1274	U1	KI270750.1
1275	RNU6-1025P	CHR_HSCHR11_2_CTG1
1276	KIR2DS3	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1277	ARHGEF26-AS1	CHR_HSCHR3_2_CTG2_1
1278	MEGF11	CHR_HSCHR15_2_CTG8
1279	NULL	CHR_HSCHR5_1_CTG1_1
1280	CDH12P2	CHR_HSCHR5_1_CTG1_1
1281	KIR3DL3	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1282	PMCHL2	CHR_HSCHR5_1_CTG1_1
1283	NULL	CHR_HSCHR5_1_CTG1_1
1284	GTF2H2	CHR_HSCHR5_1_CTG1_1
1285	PAXBP1	CHR_HSCHR21_3_CTG1_1
1286	NULL	CHR_HSCHR22_1_CTG6
1287	LINC01659	CHR_HSCHR22_1_CTG6
1288	U6	CHR_HSCHR19KIR_FH05_A_HAP_CTG3_1
1289	ZDHHC8P1	CHR_HSCHR22_1_CTG6
1290	C21orf62	CHR_HSCHR21_3_CTG1_1
1291	C21orf62-AS1	CHR_HSCHR21_3_CTG1_1
1292	U6	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1
1293	CES5AP1	CHR_HSCHR22_1_CTG6
1294	KRTAP5-6	CHR_HSCHR11_2_CTG1_1
1295	SDHAP2	CHR_HSCHR3_3_CTG3
1296	NULL	CHR_HSCHR21_3_CTG1_1
1297	CYP2D8P	CHR_HSCHR22_3_CTG1
1298	NULL	CHR_HSCHR3_3_CTG3
1299	KRTAP5-1	CHR_HSCHR11_2_CTG1_1
1300	KIR2DS2	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1301	NULL	CHR_HSCHR3_3_CTG3
1302	NULL	CHR_HSCHR22_1_CTG6
1303	KIR2DS4	CHR_HSCHR19KIR_G248_BA2_HAP_CTG3_1
1304	FAM230I	CHR_HSCHR22_1_CTG6
1305	CYP2D7	CHR_HSCHR22_3_CTG1
1306	KRTAP5-4	CHR_HSCHR11_2_CTG1_1
1307	MUC20-OT1	CHR_HSCHR3_3_CTG3
1308	LINC02557	CHR_HSCHR22_1_CTG6
1309	KRTAP5-5	CHR_HSCHR11_2_CTG1_1
1310	FAM99A	CHR_HSCHR11_2_CTG1_1
1311	LINC02708	CHR_HSCHR11_2_CTG1_1
1312	GOLGA8F	CHR_HSCHR15_1_CTG8
1313	KRTAP5-AS1	CHR_HSCHR11_2_CTG1_1
1314	MUC20-OT1	CHR_HSCHR3_5_CTG3
1315	B3GNTL1	CHR_HSCHR17_1_CTG9
1316	NULL	CHR_HSCHR11_2_CTG1_1
1317	DUSP8	CHR_HSCHR11_2_CTG1_1
1318	DIS3L-AS1	CHR_HSCHR15_2_CTG8
1319	NULL	CHR_HSCHR15_2_CTG8
1320	FAM99B	CHR_HSCHR11_2_CTG1_1
1321	IFITM10	CHR_HSCHR11_2_CTG1_1
1322	MUC20-OT1	CHR_HSCHR3_7_CTG3
1323	KRTAP5-3	CHR_HSCHR11_2_CTG1_1
1324	KRTAP5-2	CHR_HSCHR11_2_CTG1_1
1325	U1	KI270713.1
1326	NULL	KI270713.1
1327	NULL	KI270713.1
1328	HERC2P11	CHR_HSCHR15_1_CTG8
1329	U1	KI270713.1
1330	NULL	CHR_HSCHR15_1_CTG8
1331	NULL	CHR_HSCHR15_1_CTG8
1332	NULL	CHR_HSCHR15_1_CTG8
1333	GOLGA8G	CHR_HSCHR15_1_CTG8
1334	GART	CHR_HSCHR21_4_CTG1_1
1335	KIR2DL4	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1336	DECR2	CHR_HSCHR16_CTG2
1337	RPS5P3	CHR_HSCHR21_4_CTG1_1
1338	DNAJC28	CHR_HSCHR21_4_CTG1_1
1339	KIF26B	CHR_HSCHR1_1_CTG32_1
1340	KIR2DS1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1341	IFNGR2	CHR_HSCHR21_4_CTG1_1
1342	KIR3DL2	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1343	OLA1P1	CHR_HSCHR22_3_CTG1
1344	NULL	CHR_HSCHR22_3_CTG1
1345	NULL	CHR_HSCHR22_3_CTG1
1346	NULL	CHR_HSCHR22_3_CTG1
1347	NDUFA6	CHR_HSCHR22_3_CTG1
1348	SNTB2	CHR_HSCHR16_2_CTG3_1
1349	LMNTD2	CHR_HSCHR11_1_CTG8
1350	UTP4	CHR_HSCHR16_2_CTG3_1
1351	U6	CHR_HSCHR19KIR_LUCE_A_HAP_CTG3_1
1352	SMDT1	CHR_HSCHR22_3_CTG1
1353	NULL	CHR_HSCHR15_1_CTG3
1354	CYP2D6	CHR_HSCHR22_3_CTG1
1355	Metazoa_SRP	CHR_HSCHR15_1_CTG3
1356	NULL	CHR_HSCHR5_4_CTG1
1357	NKD2	CHR_HSCHR5_4_CTG1
1358	NULL	CHR_HSCHR15_1_CTG8
1359	NULL	CHR_HSCHR15_1_CTG8
1360	NULL	CHR_HSCHR15_1_CTG8
1361	MUC4	CHR_HSCHR3_3_CTG3
1362	NULL	CHR_HSCHR15_1_CTG8
1363	MIR210HG	CHR_HSCHR11_1_CTG8
1364	ABCB10P4	CHR_HSCHR15_1_CTG8
1365	NULL	CHR_HSCHR15_1_CTG8
1366	NULL	CHR_HSCHR15_1_CTG8
1367	CSPG4P10	CHR_HSCHR15_5_CTG8
1368	NULL	CHR_HSCHR16_CTG2
1369	NULL	CHR_HSCHR15_1_CTG8
1370	RAB11FIP3	CHR_HSCHR16_CTG2
1371	TMEM50B	CHR_HSCHR21_4_CTG1_1
1372	NULL	CHR_HSCHR15_1_CTG8
1373	NULL	CHR_HSCHR15_5_CTG8
1374	NULL	CHR_HSCHR15_1_CTG8
1375	RNH1	CHR_HSCHR11_1_CTG8
1376	NULL	CHR_HSCHR15_1_CTG8
1377	NULL	CHR_HSCHR15_1_CTG8
1378	GOLGA6L9	CHR_HSCHR15_5_CTG8
1379	HERC2	CHR_HSCHR15_1_CTG8
1380	KIR2DS2	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1381	NULL	CHR_HSCHR15_1_CTG8
1382	NULL	CHR_HSCHR15_1_CTG8
1383	Metazoa_SRP	CHR_HSCHR15_1_CTG8
1384	NULL	CHR_HSCHR15_1_CTG8
1385	KIR2DL5B	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1386	Metazoa_SRP	CHR_HSCHR15_1_CTG8
1387	TNFRSF14	CHR_HSCHR1_1_CTG3
1388	KIR2DS3	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1389	NULL	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1390	NULL	CHR_HSCHR3_5_CTG3
1391	GOLGA6L17P	CHR_HSCHR15_5_CTG8
1392	SDHAP2	CHR_HSCHR3_5_CTG3
1393	SLC12A7	CHR_HSCHR5_4_CTG1
1394	KIR2DL4	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1395	Y_RNA	CHR_HSCHR16_2_CTG3_1
1396	U6	CHR_HSCHR16_2_CTG3_1
1397	MUC20	CHR_HSCHR3_5_CTG3
1398	NULL	CHR_HSCHR15_5_CTG8
1399	OR2AS2P	CHR_HSCHR1_ALT2_1_CTG32_1
1400	OR2T6	CHR_HSCHR1_ALT2_1_CTG32_1
1401	OR2T2	CHR_HSCHR1_ALT2_1_CTG32_1
1402	NULL	CHR_HSCHR15_5_CTG8
1403	GOLGA2P10	CHR_HSCHR15_5_CTG8
1404	OR2T4	CHR_HSCHR1_ALT2_1_CTG32_1
1405	OR2T7	CHR_HSCHR1_ALT2_1_CTG32_1
1406	NDUFA6	CHR_HSCHR22_1_CTG1
1407	OR2T1	CHR_HSCHR1_ALT2_1_CTG32_1
1408	OR2T3	CHR_HSCHR1_ALT2_1_CTG32_1
1409	NULL	CHR_HSCHR3_5_CTG3
1410	MUC4	CHR_HSCHR3_7_CTG3
1411	NULL	CHR_HSCHR3_5_CTG3
1412	OR2T5	CHR_HSCHR1_ALT2_1_CTG32_1
1413	NULL	CHR_HSCHR1_ALT2_1_CTG32_1
1414	TCF20	CHR_HSCHR22_1_CTG1
1415	NULL	CHR_HSCHR5_1_CTG1_1
1416	MUC4	CHR_HSCHR3_5_CTG3
1417	NULL	CHR_HSCHR16_CTG2
1418	SERF1B	CHR_HSCHR5_1_CTG1_1
1419	LINC00235	CHR_HSCHR16_CTG2
1420	NULL	CHR_HSCHR21_4_CTG1_1
1421	CAPN15	CHR_HSCHR16_CTG2
1422	MUC20-OT1	CHR_HSCHR3_4_CTG3
1423	Y_RNA	CHR_HSCHR16_CTG2
1424	GOLGA6L10	CHR_HSCHR15_5_CTG8
1425	NULL	CHR_HSCHR5_4_CTG1
1426	TCF20	CHR_HSCHR22_3_CTG1
1427	SMDT1	CHR_HSCHR22_1_CTG1
1428	UBE2Q2P6	CHR_HSCHR15_5_CTG8
1429	NULL	CHR_HSCHR15_5_CTG8
1430	NULL	GL000219.1
1431	ADAMTS7P1	CHR_HSCHR15_5_CTG8
1432	NDUFA6-DT	CHR_HSCHR22_1_CTG1
1433	NULL	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1434	KIR3DP1	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1435	NULL	CHR_HSCHR5_1_CTG1_1
1436	OLA1P1	CHR_HSCHR22_1_CTG1
1437	KIR2DS4	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1438	NDUFA6-DT	CHR_HSCHR22_3_CTG1
1439	NULL	CHR_HSCHR22_1_CTG1
1440	NAIP	CHR_HSCHR5_1_CTG1_1
1441	KIR2DP1	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1442	CYP2D7	CHR_HSCHR22_1_CTG1
1443	KIR2DL4	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1444	UBE2Q2P2	CHR_HSCHR15_5_CTG8
1445	NULL	CHR_HSCHR15_5_CTG8
1446	KIR3DS1	CHR_HSCHR19KIR_FH15_B_HAP_CTG3_1
1447	CYP2D8P	CHR_HSCHR22_1_CTG1
1448	DRD4	CHR_HSCHR11_1_CTG8
1449	DEAF1	CHR_HSCHR11_1_CTG8
1450	TTC34	CHR_HSCHR1_1_CTG3
1451	MCCC2	CHR_HSCHR5_1_CTG1_1
1452	NULL	CHR_HSCHR1_1_CTG3
1453	NULL	CHR_HSCHR1_1_CTG3
1454	MMEL1	CHR_HSCHR1_1_CTG3
1455	IRF7	CHR_HSCHR11_1_CTG8
1456	NULL	CHR_HSCHR22_2_CTG1
1457	NDUFA6-DT	CHR_HSCHR22_2_CTG1
1458	LILRP1	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1459	LILRP2	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1460	KIR2DL1	CHR_HSCHR19KIR_G248_A_HAP_CTG3_1
1461	NULL	CHR_HSCHR5_1_CTG1_1
1462	NULL	CHR_HSCHR22_2_CTG1
1463	SMDT1	CHR_HSCHR22_2_CTG1
1464	OR2W1	CHR_HSCHR6_MHC_APD_CTG1
1465	BDP1	CHR_HSCHR5_1_CTG1_1
1466	NOP56P1	CHR_HSCHR6_MHC_APD_CTG1
1467	NULL	CHR_HSCHR6_MHC_APD_CTG1
1468	NULL	CHR_HSCHR6_MHC_APD_CTG1
1469	OR14J1	CHR_HSCHR6_MHC_APD_CTG1
1470	OLA1P1	CHR_HSCHR22_2_CTG1
1471	TRIM27	CHR_HSCHR6_MHC_APD_CTG1
1472	NDUFA6	CHR_HSCHR22_2_CTG1
1473	OR8U9	CHR_HG142_HG150_NOVEL_TEST
1474	OR8J2	CHR_HG142_HG150_NOVEL_TEST
1475	FAM8A2P	CHR_HG142_HG150_NOVEL_TEST
1476	NULL	CHR_HSCHR8_1_CTG7
1477	NULL	CHR_HG142_HG150_NOVEL_TEST
1478	NULL	CHR_HSCHR3_4_CTG3
1479	LINC00824	CHR_HSCHR8_1_CTG7
1480	OR8U8	CHR_HG142_HG150_NOVEL_TEST
1481	OR8L1P	CHR_HG142_HG150_NOVEL_TEST
